Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url
BAC,28255,Financial Services,213000,"Bank of America Corporation, through its subsidiaries, provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest-and interest-bearing checking accounts, and investment accounts and products; and credit and debit cards, residential mortgages, and home equity loans, as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company's Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options and merchant services; working capital management solutions; and debt and equity underwriting and distribution, and merger-related and other advisory services. The company's Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rate, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. As of December 31, 2020, it served approximately 66 million consumer and small business clients with approximately 4,300 retail financial centers; approximately 17,000 ATMs; and digital banking platforms with approximately 39 million active users. The company was founded in 1784 and is headquartered in Charlotte, North Carolina.",Charlotte,704-386-5681,NC,United States,[],http://www.bankofamerica.com,1,Bank of America Corporate Center,Banks—Diversified,37.75,37.42,28.980814,0.01907285,0.385,,37.72,,54079966,,37.75,34.219707,0.72,37.42,,54079966,,,,0.72,1614816000,1.554712,,,36.975,2,USD,20.128342,50242594,,,,324729700352,,,53197469,4.3759394,36.975,0,,800,50242594,38.18,13.160839,,1.83,17.95,37.55,False,0.019,1400,37.72,NYQ,Bank of America Corporation,Bank of America Corporation,America/New_York,EDT,True,-14400000,EQUITY,BAC,finmb_19049,us_market,,0.515,,0.24113001,,,,2.86,,8627250176,,,28.716,72256646,0.0084,,1609372800,0.71102,16472999936,1.87,,,1.3107675,0.00102,1672444800,1609372800,1.43,1611878400,8608063291,38210764800,,1093824000,2:1,,,,-0.218,1614297600,13.94,,0.0094,72544744,,,,37.42,
BB,N2K 0A7,Technology,3647,"BlackBerry Limited provides intelligent security software and services to enterprises and governments worldwide. The company leverages artificial intelligence and machine learning to deliver solutions in the areas of cybersecurity; safety and data privacy; and endpoint security management, encryption, and embedded systems. It offers BlackBerry Spark software platform that includes a suite of security software products and services comprising BlackBerry Cylance, BlackBerry UEM, BlackBerry Dynamics, and BlackBerry Workspaces; and BlackBerry Spark SDK to promote the evolution of a platform ecosystem by enabling enterprise and independent software vendor developers to integrate the security features of BlackBerry Spark into their own mobile and web applications. BlackBerry Limited also provides BlackBerry Internet of Things (IoT) solutions, including BlackBerry QNX, BlackBerry AtHoc, SecuSUITE, BlackBerry Certicom, BlackBerry Radar, and other IoT applications; and manages and monetizes BlackBerry patents and applications. As of February 29, 2020, the company owned approximately 38,000 worldwide patents and applications. BlackBerry Limited has a partnership with the University of Windsor to develop and deliver a cybersecurity curriculum for the university's graduate master's program in applied computing; and an agreement with Amazon Web Services, Inc. to develop and market BlackBerry's intelligent vehicle data platform. The company was formerly known as Research In Motion Limited and changed its name to BlackBerry Limited in July 2013. BlackBerry Limited was founded in 1984 and is headquartered in Waterloo, Canada.",Waterloo,519 888 7465,ON,Canada,[],http://www.blackberry.com,1,2200 University Avenue East,Software—Infrastructure,11.68,11.87,7.770296,,0,,12.2,,20854533,,11.68,12.239411,,11.87,,20854533,,,,,,0.962116,,,11.2683,2,USD,,19642512,,,,6644015104,,,51860150,6.8849897,11.2683,0,,900,19642512,28.77,76.399994,,,2.7,0,False,,3000,12.2,NYQ,BlackBerry Limited,BlackBerry Limited,America/New_York,EDT,False,-14400000,EQUITY,BB,finmb_399960,us_market,,6.722,,-0.86010003,57.916,,,0.15,,562633984,,,3.208,43025495,0.0765,,1582934400,0.50394,-830000000,-1.485,,,3.5723193,0.013250001,1646092800,1606694400,0.63,1611878400,508266760,6486566400,,1187654400,3:1,,,,,1614297600,-1.92,,0.088999994,20406949,,,,11.87,
BBD,06029-900,Financial Services,89575,"Banco Bradesco S.A., together with its subsidiaries, provides various banking products and financial services to individuals, corporates, and businesses in Brazil and internationally. It operates through two segments, Banking; and insurance, pension plans and capitalization bonds. The company offers checking and savings accounts, demand deposits, time deposits, salary, and interbank deposits. It also provides working capital, personal, microcredit, payroll-deductible, rural, and housing loans; import and export financing, vehicle financing, and BNDES/finame onlending services; rural credits; international banking services, including foreign trade finance and foreign currency loans, foreign exchange operations and international sureties, and lines of credit and banking services, as well as overdrafts, and credit, debit, and pre-paid cards. In addition, the company offers cash and asset management solutions; administration services; solutions for the public authorities and capital markets; investment platforms; intermediation and trading services; life and personal accident, health, automobiles, property/casualty, and liability insurances; reinsurance services; capitalization bonds; and various pension plans, as well as purchases consortiums. Banco Bradesco S.A. was founded in 1943 and is headquartered in Osasco, Brazil.",Osasco,,SP,Brazil,[],http://banco.bradesco,1,NÃºcleo Cidade de Deus,Banks—Regional,4.47,4.48,4.395185,0.07382551,0.3684,,4.51,,36416633,,4.47,4.4941177,0.33,4.48,,36416633,,,,0.12,1617235200,1.369008,,,4.38,4,USD,6.3285713,25998466,,,,37438771200,,,28440925,,4.38,4.44,,41800,25998466,5.46,7.262295,,2.24,2.68,0,False,0.025999999,306100,4.51,NYQ,Banco Bradesco Sa,Banco Bradesco S.A.,America/New_York,EDT,False,-14400000,EQUITY,BBD,finmb_877263,us_market,,,,0.25305,,,,0.61,,8838679552,,,4.549,21448581,0.0023999999,,1609372800,0.17545,,0.7,,,0.9738404,6.0000002e-05,1672444800,1609372800,0.79,1611878400,6341169290,39141384192,,1586822400,11:10,,,,0.431,1614297600,6.03,,,32772186,,,,4.48,
BEKE,100085,Real Estate,,"KE Holdings Inc. operates an integrated online and offline platform for housing transactions and services in the People's Republic of China. The company facilitates various housing transactions ranging from existing and new home sales and home rentals to home renovation, real estate financial solutions, and other services. It also owns and operates Lianjia, a real estate brokerage branded store. The company was founded in 2001 and is headquartered in Beijing, China.",Beijing,86 10 5810 4689,,China,[],http://ke.com,1,Building Fudao,Real Estate Services,59.5,63,63.33378,,0,,72.4862,,4794650,,59.5,62.83059,,63,,4794650,,,,,,,,,62.52,2,USD,,11875192,,,,76974342144,,,4398954,,62.52,68.8,,900,11875192,79.4,,,,31.79,0,False,,1000,72.4862,NYQ,KE Holdings Inc,KE Holdings Inc.,America/New_York,EDT,False,-14400000,EQUITY,BEKE,finmb_665898843,us_market,,,,-0.02313,,,,,,1143379968,,,,12845948,0.0109,,1577750400,0.14386,,,,,,0.0090499995,1640908800,1601424000,2.39,1611878400,389103285,69500829696,,,,,,,-0.804,1614297600,129.96,,,11331624,,,,63,
BHC,H7L 4A8,Healthcare,21600,"Bausch Health Companies Inc. develops, manufactures, and markets a range of pharmaceutical, medical device, and over-the-counter (OTC) products primarily in the therapeutic areas of eye health, gastroenterology, and dermatology. The company operates through four segments: Bausch + Lomb/International, Salix, Ortho Dermatologics, and Diversified Products. The Bausch + Lomb/International segment offers products with a focus on the vision care, surgical, and consumer and ophthalmology Rx products in the United States; and Solta products, branded and generic pharmaceutical products, OTC products, and medical device products, and Bausch + Lomb products in Canada, Europe, Asia, Australia, Latin America, Africa, and the Middle East. The Salix segment provides gastroenterology products in the United States. The Ortho Dermatologics segment offers dermatological products in the United States; and Solta medical aesthetic devices internationally. The Diversified Products segment provides pharmaceutical products in the areas of neurology and other therapeutic classes, as well as generic and dentistry products in the United States. The company was formerly known as Valeant Pharmaceuticals International, Inc. and changed its name to Bausch Health Companies Inc. in July 2018. Bausch Health Companies Inc. is headquartered in Laval, Canada.",Laval,514 744 6792,QC,Canada,[],http://www.bauschhealth.com,1,2150 St. ElzEar Boulevard West,Drug Manufacturers—Specialty & Generic,33.8,34.01,21.870222,,0,,34.34,,8208133,,33.8,30.409412,,34.01,,8208133,,,,,1289347200,1.400866,,,33.04,2,USD,,7029848,,,,11817956352,,,4664508,1.4722756,33.04,0,,800,7029848,34.8,6.6494026,,,11.15,32.4,False,,900,34.34,NYQ,Bausch Health Companies Inc.,Bausch Health Companies Inc.,America/New_York,EDT,True,-14400000,EQUITY,BHC,finmb_345779,us_market,,4.426,,-0.069759995,11.246,,,5.02,,354992992,,,1.505,13487157,0.0379,,1609372800,0.66754997,-560000000,-1.58,,,22.179403,0.00564,1672444800,1609372800,2.85,1611878400,309631070,35525365760,,971654400,2:1,,,,,1614297600,1.01,,0.0432,14605224,,,,34.01,
BNGO,92121,Healthcare,97,"Bionano Genomics, Inc. operates as a life sciences instrumentation company in the genome analysis space. The company develops and markets the Saphyr system, a platform for ultra-sensitive and ultra-specific structural variation detection that enables researchers and clinicians to accelerate the search for new diagnostics and therapeutic targets, and to streamline the study of changes in chromosomes, which is known as cytogenetics. Its Saphyr system includes an instrument, chip consumables, reagents, and a suite of data analysis tools. The company's Bionano prep kits and labeling kits provide the critical reagents and protocols needed to extract and label high molecular weight DNA for use with the Saphyr system; and data solutions offering includes a suite of hardware and software for end-to-end experiment management, algorithms for assembling genome maps, and algorithms and databases for bioinformatics processing. It sells its products for research use applications primarily to laboratories associated with academic and governmental research institutions, as well as to pharmaceutical, biotechnology, and contract research companies in the United States and Canada, Europe, the Middle East, India, Africa, China, Japan, South Korea, Singapore, and Australia. The company was formerly known as BioNano Genomics, Inc. and changed its name to Bionano Genomics, Inc. in July 2018. Bionano Genomics, Inc. was founded in 2003 and is headquartered in San Diego, California.",San Diego,858 888 7600,CA,United States,[],http://www.bionanogenomics.com,1,9540 Towne Centre Drive,Diagnostics & Research,9.67,9.585,3.9002223,,0,,9.66,,33340333,,9.67,10.805588,,9.585,,33340333,,,,,,2.309588,,,8.5,2,USD,,23391217,,,,2549771008,,,95851649,349.16373,8.5,0,,3000,23391217,15.69,-33.576923,,,0.25,0,False,,2200,9.66,NMS,"Bionano Genomics, Inc.","Bionano Genomics, Inc.",America/New_York,EDT,False,-14400000,EQUITY,BNGO,finmb_5900432,us_market,,202.459,,0,-46.399,,,-0.26,,271830016,,,0.099,21922142,0.0806,,1577750400,0.056350004,-37277072,-0.518,,,88.181816,0.00057,1640908800,1601424000,0.53,1611878400,151943662,1478455680,,,,,,,,1614297600,,,0.080699995,26696735,,,,9.585,
C,10013,Financial Services,210000,"Citigroup Inc., a diversified financial services holding company, provides various financial products and services to consumers, corporations, governments, and institutions in North America, Latin America, Asia, Europe, the Middle East, and Africa. The company operates in two segments, Global Consumer Banking (GCB) and Institutional Clients Group (ICG). The GCB segment offers traditional banking services to retail customers through retail banking, Citi-branded cards, and Citi retail services. It also provides various banking, credit card, lending, and investment services through a network of local branches, offices, and electronic delivery systems. The ICG segment offers wholesale banking products and services, including fixed income and equity sales and trading, foreign exchange, prime brokerage, derivative, equity and fixed income research, corporate lending, investment banking and advisory, private banking, cash management, trade finance, and securities services to corporate, institutional, public sector, and high-net-worth clients. As of December 31, 2020, it operated 2,303 branches primarily in the United States, Mexico, and Asia. Citigroup Inc. was founded in 1812 and is headquartered in New York, New York.",New York,212-559-1000,NY,United States,[],http://www.citigroup.com,1,388 Greenwich Street,Banks—Diversified,74.22,73.52,55.48637,0.027485851,0.4313,,73.625,,21079016,,74.22,65.90559,2.04,73.52,,21079016,,,,2.04,1611878400,1.923618,,,72.315,2,USD,15.532726,15442951,,,,156924739584,,,20673111,2.6884947,72.315,74.67,,1200,15442951,75.59,9.053086,,2.11,32,0,False,0.0271,1100,73.625,NYQ,"Citigroup, Inc.",Citigroup Inc.,America/New_York,EDT,True,-14400000,EQUITY,C,finmb_391687,us_market,,-3.182,,0.18926,,,,8.1,,2082099968,,,86.433,26363976,0.0126,,1609372800,0.76174,9898999808,4.721,,,0.84840286,0.00219,1672444800,1609372800,1.4,1611878400,2082809345,-185716260864,,1304899200,1:10,,,,-0.07,1614297600,7.32,,0.0126,22221835,,,,73.52,
CAN,310016,Technology,333,"Canaan Inc. engages in the research, design, and sale of integrated circuit (IC) final system products by integrating IC products for bitcoin mining and related components primarily in the People's Republic of China. It is also involved in the assembly of system products; and supply chain and distribution of system products. The company has a strategic cooperation with Northern Data AG in the areas of artificial intelligence development, blockchain technology, and datacenter operations. The company was founded in 2013 and is based in Hangzhou, the People's Republic of China.",Hangzhou,86 571 8999 5063,,China,[],http://canaan-creative.com,1,Dicara Silver Tower,Computer Hardware,33.55,31.84,6.4971113,,0,,33.45,,27769350,,33.55,16.19353,,31.84,,27769350,,,,,,,,,28.01,2,USD,,14918272,,,,4535741440,,,18197005,,28.01,0,,800,14918272,39.1,,,,1.76,0,False,,800,33.45,NMS,Canaan Inc.,Canaan Inc.,America/New_York,EDT,False,-14400000,EQUITY,CAN,finmb_366948896,us_market,,,,-1.0786799,,,,,,156575008,,,,4342863,0.0277,,1577750400,0.07201,,,,,,0,1640908800,1601424000,0.22,1611878400,80825530,5253087744,,,,,,,,1614297600,,,,8584850,,,,31.84,
CCIV,10019,Financial Services,,"Churchill Capital Corp IV does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in New York, New York.",New York,212 380 7500,NY,United States,[],http://churchillcapitalcorp.com,1,640 Fifth Avenue,Shell Companies,28.69,31.06,16.752886,,,,32.9696,,26708616,,28.69,32.285294,,31.06,,26708616,,,,,,,,,29.2,2,USD,,65065556,,,,8047124992,,,49881425,,29.2,0,,1000,65065556,64.86,,,,9.6,0,False,,900,32.9696,NYQ,Churchill Capital Corp IV,Churchill Capital Corp IV,America/New_York,EDT,False,-14400000,EQUITY,CCIV,finmb_677010822,us_market,,,,0,,,,,,207000000,,,,13435362,0.0519,,,0.28304002,,,,,,0,,1601424000,0.2,1611878400,,7419319296,,,,,,,,1614297600,,,,5598468,,,,31.06,
CCJ,S7M 1J3,Energy,,"Cameco Corporation produces and sells uranium. It operates in two segments, Uranium and Fuel Services. The Uranium segment is involved in the exploration for, mining, and milling, as well as purchase and sale of uranium concentrate. The Fuel Services segment engages in the refining, conversion, and fabrication of uranium concentrate, as well as the purchase and sale of conversion services. This segment also produces fuel bundles or reactor components for CANDU reactors. The company sells its uranium and fuel services to nuclear utilities in the Americas, Europe, and Asia. Cameco Corporation was incorporated in 1987 and is headquartered in Saskatoon, Canada.",Saskatoon,306-956-6200,SK,Canada,[],http://www.cameco.com,1,2121-11th Street West,Uranium,18.62,18.71,12.218593,0.004027927,,,19.71,,4739700,,18.62,15.505294,0.075,18.71,,4739700,,,,0.06,1606435200,0.74657,,,18.17,2,USD,,14193647,,,,6811194880,,,6017440,,18.17,0,,3100,14193647,19.71,42.500004,,1.83,5.3,0,False,0.0036000002,1100,19.71,NYQ,Cameco Corporation,Cameco Corporation,America/New_York,EDT,False,-14400000,EQUITY,CCJ,finmb_379153,us_market,,,,-0.02954,,,,0.44,,395846016,,,9.181,13505594,0.034,,1609372800,0.67433,,-0.105,,,2.0368154,0.00182,1672444800,1609372800,1.87,1611878400,395969501,7421327872,,1140652800,2:1,,,,-0.378,1614297600,6.42,,,10266718,,,,18.71,
CCL,33178-2428,Consumer Cyclical,70000,"Carnival Corporation & plc operates as a leisure travel company. Its ships visit approximately 700 ports under the Carnival Cruise Line, Princess Cruises, Holland America Line, P&O Cruises (Australia), Seabourn, Costa Cruises, AIDA Cruises, P&O Cruises (UK), and Cunard brand names. The company also provides port destinations and other services, as well as owns and operates hotels, lodges, glass-domed railcars, and motor coaches. It sells its cruises primarily through travel agents and tour operators. The company operates in the United States, Canada, Continental Europe, the United Kingdom, Australia, New Zealand, Asia, and internationally. It operates 87 ships with 223,000 lower berths. The company was incorporated in 1972 and is headquartered in Miami, Florida.",Miami,305 599 2600,FL,United States,[],http://www.carnivalcorp.com,1,3655 NW 87th Avenue,Travel Services,29.79,29.95,19.336075,0.016784156,,,29.98,,41901266,,29.79,23.812647,0.5,29.95,,41901266,,,,,1582156800,2.368364,,,27.85,2,USD,,51042736,,,,32921702400,,,42515498,5.885181,27.85,0,,1300,51042736,30.12,117.708336,,4.22,7.8,0,False,,1800,29.98,NYQ,Carnival Corporation,Carnival Corporation & plc,America/New_York,EDT,True,-14400000,EQUITY,CCL,finmb_258823,us_market,,9.012,,-1.8298199,-18.839,,,0.24,,972936000,,,18.91,59163648,0.0511,,1606694400,0.43707,-10236000256,-13.208,,,1.4939185,0.096269995,1669766400,1606694400,1.24,1611878400,989758963,50412916736,,897868800,2:1,,,,,1614297600,0.1,,0.082100004,70103732,,,,29.95,
CLF,44114-2315,Basic Materials,25000,"Cleveland-Cliffs Inc. operates as an independent iron ore mining company in the United States, Canada, and internationally. It operates in two segments, Mining and Pelletizing, and Metallics. The company operates three iron ore mines, including the Tilden mine in Michigan; and the Northshore and United Taconite mines in Minnesota, as well as holds 23% stake in the Hibbing mine in Minnesota. It produces various grades of iron ore pellets, including standard, fluxed, and DR-grade for blast furnace steel producers; and flat-rolled carbon, stainless, and electrical steel products primarily for the automotive, infrastructure, and manufacturing markets. The company was formerly known as Cliffs Natural Resources Inc. and changed its name to Cleveland-Cliffs Inc. in August 2017. Cleveland-Cliffs Inc. was founded in 1847 and is headquartered in Cleveland, Ohio.",Cleveland,216-694-5700,OH,United States,[],http://www.clevelandcliffs.com,1,200 Public Square,Steel,17.09,17,11.7368145,0.0035108249,3,,17,,16147083,,17.09,15.886176,0.06,17,,16147083,,,,,1585785600,2.292524,,,15.91,2,USD,,13865875,,,,8525956096,,,17971440,1.5924461,15.91,0,,900,13865875,18.77,11.055555,,,2.63,15.8,False,,2900,17,NYQ,Cleveland-Cliffs Inc.,Cleveland-Cliffs Inc.,America/New_York,EDT,False,-14400000,EQUITY,CLF,finmb_261738,us_market,,2.779,,-0.02279,27.814,,,1.44,,498841984,,,4.226,50721108,0.1017,,1609372800,0.70615995,-123000000,-0.322,,,3.767156,0.21146,1672444800,1609372800,2.25,1611878400,453911025,14880258048,,1210896000,2:1,,,,0.009,1614297600,0.24,,0.1195,51524438,,,,17,
CMCSA,19103-2838,Communication Services,168000,"Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks, and Sky segments. The Cable Communications segment offers cable services, including high-speed Internet, video, voice, wireless, and security and automation services to residential and business customers under the Xfinity brand, as well as sells advertising. The Cable Networks segment operates national cable networks that provide various entertainment, news and information, and sports content; regional sports and news networks; international cable networks; and various digital properties, including brand-aligned Websites, as well as engages in the cable television studio production operations. The Broadcast Television segment operates NBC and Telemundo broadcast networks, NBC and Telemundo local broadcast television stations, broadcast television studio production operations, and various digital properties. The Filmed Entertainment segment produces, acquires, markets, and distributes filmed entertainment under the Universal Pictures, Illumination, DreamWorks Animation, and Focus Features names. It also develops, produces, and licenses stage plays; and distributes filmed entertainment produced by third parties. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; and Osaka, Japan. The Sky segment offers direct-to-consumer services, such as video, high-speed Internet, voice, and wireless phone services; and content services comprising operating entertainment networks, the Sky News broadcast network, and Sky Sports networks. The company also owns the Philadelphia Flyers, as well as the Wells Fargo Center arena in Philadelphia, Pennsylvania; and provides streaming service, such as Peacock. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215-286-1700,PA,United States,[],http://corporate.comcast.com,1,One Comcast Center,Entertainment,57.53,57.5945,49.00474,0.015991658,0.4035,,58.585,,20796033,,57.53,53.050884,0.92,57.5945,,20796033,,,,1,1617667200,1.044962,,,57.39,2,USD,25.45614,14183997,,,,265861529600,,,18136698,2.567123,57.39,0,,3000,14183997,58.585,16.077562,,1.8,31.71,0,False,0.0175,1000,58.585,NMS,Comcast Corporation,Comcast Corporation,America/New_York,EDT,True,-14400000,EQUITY,CMCSA,finmb_173341,us_market,,3.552,,0.10170999,12.025,,,3.61,,4571210240,,,19.718,76227990,0.0166,,1609372800,0.85681,10533999616,2.28,,,2.9435034,0.00669,1672444800,1609372800,4.33,1611878400,4538834781,367866150912,,1487635200,2:1,,,,0.069,1614297600,1.42,,0.0168,78769547,,,,57.5945,
